Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Wed 02 Mar 2016 01:55:53,Chicago,Sammy's Grill and Restaurant,NotFound,NotFound,NotFound,-87.61559,41.77855,"6359 S King Dr, Chicago, IL 60637 ",7739557900,5466,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4206425-Reviews-Sammy_s_Grill_and_Restaurant-Chicago_Illinois.html
Wed 02 Mar 2016 01:55:59,Chicago,KFC,1,NotFound,American,-87.72822,41.79313,"4200 W 55th St, Chicago, IL 60632 ",7737353335,3465,4.0,0,0,0,1,0,/Restaurant_Review-g35805-d4202705-Reviews-KFC-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:04,Chicago,Chester's Polish Sausage-Deli,3,NotFound,American,-87.79081,41.79218,"6743 W Archer Ave, Chicago, IL 60638-2332 ",7732291138,2465,4.33333333333,0,0,1,0,2,/Restaurant_Review-g35805-d430330-Reviews-Chester_s_Polish_Sausage_Deli-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:09,Chicago,Sunny Sub,NotFound,NotFound,NotFound,-87.745514,41.8805,"4803 W Madison St, Chicago, IL 60644 ",7732871100,6238,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4201375-Reviews-Sunny_Sub-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:12,Chicago,Buen Gusto Restaurant,NotFound,NotFound,NotFound,-87.67229,42.019382,"1636 W Howard St, Chicago, IL 60626 ",7732742570,7458,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4501341-Reviews-Buen_Gusto_Restaurant-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:19,Chicago,Kuma's Too,77,NotFound,American,-87.6462,41.932896,"666 West Diversey Parkway, Chicago, IL 60618 ",7734722666,296,4.44155844156,0,2,5,27,43,/Restaurant_Review-g35805-d4358155-Reviews-Kuma_s_Too-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:24,Chicago,Tokyo Lunch Boxes & Catering,NotFound,NotFound,NotFound,-87.633415,41.87671,"179 W Van Buren St, Chicago, IL 60605 ",3124354005,6586,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d5032698-Reviews-Tokyo_Lunch_Boxes_Catering-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:28,Chicago,Harold's Chicken Shack No 39,1,NotFound,NotFound,-87.640335,41.874584,"518 W Harrison Street, Chicago, IL 60607 ",3126629000,3297,4.0,0,0,0,1,0,/Restaurant_Review-g35805-d5965749-Reviews-Harold_s_Chicken_Shack_No_39-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:32,Chicago,Cook Au Vin,NotFound,NotFound,NotFound,-87.67409,41.922733,"2256 N Elston Ave, Chicago, IL 60614 ",7734893141,6390,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d4200196-Reviews-Cook_Au_Vin-Chicago_Illinois.html
Wed 02 Mar 2016 01:56:42,Chicago,Grand Coffee Shop,NotFound,NotFound,NotFound,-87.68753,41.889286,"2427 W Hubbard St, Chicago, IL 60612 ",3122431026,5449,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g35805-d5462010-Reviews-Grand_Coffee_Shop-Chicago_Illinois.html
