OTTime,OTCity,OTName,OTIndex,OTReviewCount,OTPrice,OTCuisine,OTLongitude,OTLatitude,OTAddress,OTPhoneNumber,OTMeanRating,OT1,OT2,OT3,OT4,OT5,OTLink,TATime,TACity,TAName,TAReviewCount,TAPrice,TACuisine,TALongitude,TALatitude,TAAddress,TAPhoneNumber,TARanking,TAMeanRating,TA1,TA2,TA3,TA4,TA5,TALink
Fri 25 Mar 2016 18:36:07,Houston,Antica Osteria,22,371,3,Italian,-95.413273,29.725282,"2311 Bissonnet StreetHouston, TX  77005",7135211155,4.335,5,15,43,115,222,/antica-osteria,Fri 25 Mar 2016 18:34:41,Houston,Antica Osteria,74,4,Italian,-95.41328,29.725283,"2311 Bissonnet Street, Houston, TX  (Greenbriar St) ",7135211155,283,4.3784,1,3,7,19,44,/Restaurant_Review-g56003-d2418299-Reviews-Antica_Osteria-Houston_Texas.html
Fri 25 Mar 2016 18:36:18,Houston,Morton's The Steakhouse - Houston - Galleria,359,971,4,Steakhouse,-95.4612,29.7419,"5000 WestheimerHouston, TX  77056",7136291946,4.214,28,72,106,246,548,/mortons-the-steakhouse-galleria,Fri 25 Mar 2016 18:54:03,Houston,Morton's The Steakhouse - Houston - Galleria,149,4,American,-95.46177,29.74178,"5000 Westheimer Rd, Ste 190, Houston, TX 77056  (Post Oak) ",7136291946,84,4.2081,2,7,26,37,77,/Restaurant_Review-g56003-d442231-Reviews-Morton_s_The_Steakhouse_Houston_Galleria-Houston_Texas.html
Fri 25 Mar 2016 18:36:32,Houston,Danton's Gulf Coast Seafood Kitchen,144,760,3,Seafood,-95.390115,29.731184,"4611 Montrose BlvdA-100Houston, TX  77006",7138078883,4.1447,14,52,82,274,338,/dantons-gulf-coast-seafood-kitchen,Fri 25 Mar 2016 19:04:34,Houston,Danton's Gulf Coast Seafood Kitchen,126,3,Steakhouse,-95.39075,29.731365,"4611 Montrose Blvd, Ste A100, Houston, TX 77006 ",17138078883,239,4.0556,4,8,23,33,58,/Restaurant_Review-g56003-d1225291-Reviews-Danton_s_Gulf_Coast_Seafood_Kitchen-Houston_Texas.html
Fri 25 Mar 2016 18:36:43,Houston,Buca di Beppo - Houston - Speedway,80,647,2,Italian,-95.427958,29.727594,"5192 Buffalo SpeedwayHouston, TX  77005",7136652822,3.9333,30,59,87,217,252,/buca-di-beppo-houston-speedway,Fri 25 Mar 2016 18:37:38,Houston,Buca di Beppo,120,2,Italian,-95.42832,29.72695,"5192 Buffalo Speedway, Houston, TX 77005-4215  (Between West Park and Bissonnet) ",17136652822,683,3.7833,8,8,23,44,37,/Restaurant_Review-g56003-d442336-Reviews-Buca_di_Beppo-Houston_Texas.html
Fri 25 Mar 2016 18:36:52,Houston,Da Marco,141,456,4,Italian,-95.398111,29.742796,"1520 WestheimerHouston, TX  77006",7138078857,4.3771,8,25,50,92,305,/da-marco,Fri 25 Mar 2016 18:36:07,Houston,Da Marco Cucina E Vino,129,4,Italian,-95.39781,29.743116,"1520 Westheimer Rd, Houston, TX 77006-3736  (Ridgewood) ",7138078857,314,4.186,11,4,13,23,78,/Restaurant_Review-g56003-d442222-Reviews-Da_Marco_Cucina_E_Vino-Houston_Texas.html
Fri 25 Mar 2016 18:37:20,Houston,Uptown Sushi,587,205,3,Fusion/Eclectic,-95.457649,29.755909,"1131 Uptown Park Blvd, Ste 14Houston, TX  77056",7138711200,3.9757,11,18,27,59,91,/uptown-sushi,Fri 25 Mar 2016 18:22:47,Houston,Uptown Sushi,80,3,Japanese,-95.4564,29.755745,"1131-14 Uptown Park Blvd, Houston, TX 77056  (Post Oak) ",7138711200,342,4.15,3,1,12,29,35,/Restaurant_Review-g56003-d484130-Reviews-Uptown_Sushi-Houston_Texas.html
Fri 25 Mar 2016 18:37:26,Houston,Arcodoro - Houston,27,619,3,Italian,-95.4612,29.7419,"5000 WestheimerHouston, TX  77056",7136216888,3.8359,28,73,112,190,237,/arcodoro-houston,Fri 25 Mar 2016 18:21:44,Houston,Arcodoro,102,3,Italian,-95.461845,29.741888,"5000 Westheimer at Post Oak, Houston, TX 77056  (Post Oak) ",7136216888,359,4.0,7,8,11,28,48,/Restaurant_Review-g56003-d442266-Reviews-Arcodoro-Houston_Texas.html
Fri 25 Mar 2016 18:38:06,Houston,La Table - Château,282,286,2,FrenchAmerican,-95.462295,29.747781,"1800 Post Oak Blvd Suite 6110Houston, TX  77056",7134391000,4.375,2,16,34,76,192,/la-table-chateau,Fri 25 Mar 2016 18:24:32,Houston,La Table,41,NotFound,French,-95.46172,29.747156,"1800 Post Oak Blvd, Ste 6110, Houston, TX 77056 ",17134391000,211,4.4146,1,1,5,7,27,/Restaurant_Review-g56003-d6588223-Reviews-La_Table-Houston_Texas.html
Fri 25 Mar 2016 18:38:23,Houston,Arturo Boada Cuisine,33,20,3,Italian,-95.499766,29.745963,"6510 Del Monte DriveHouston, TX  77057",7137823011,4.7,0,0,1,4,15,/arturo-boada-cuisine,Fri 25 Mar 2016 18:38:14,Houston,Arturo Boada Cuisine,41,3,Steakhouse,-95.49989,29.745964,"6510 Del Monte Dr, Houston, TX 77057-3802 ",17137823011,216,4.8049,0,0,0,8,33,/Restaurant_Review-g56003-d2239348-Reviews-Arturo_Boada_Cuisine-Houston_Texas.html
Fri 25 Mar 2016 18:39:15,Houston,Bramble,73,25,2,American,-95.500731,29.744901,"2231 S. Voss RdHouston, TX  77057",8328190322,4.08,1,2,3,7,12,/bramble,Fri 25 Mar 2016 19:07:08,Houston,Bramble Restaurant,20,NotFound,American,-95.50073,29.744902,"2231 S Voss Rd, Houston, TX 77057 ",18328190322,579,4.1,0,3,2,5,10,/Restaurant_Review-g56003-d8696638-Reviews-Bramble_Restaurant-Houston_Texas.html
