Time,City,Name,ReviewCount,Price,Cuisine,Longitude,Latitude,Address,PhoneNumber,Ranking,MeanRating,1,2,3,4,5,Link
Thu 03 Mar 2016 04:16:53,SanFran,Bissap Baobab,29,2,African,-122.41871,37.76039,"3372 19th Street, San Francisco, CA 94110 ",14156433558,2464,3.6552,0,5,5,14,5,/Restaurant_Review-g60713-d360041-Reviews-Bissap_Baobab-San_Francisco_California.html
Thu 03 Mar 2016 04:17:01,SanFran,J & A Restaurant,1,NotFound,Chinese,-122.4497,37.70983,"5712 Mission St, San Francisco, CA 94112-4209 ",4153376688,2652,4.0,0,0,0,1,0,/Restaurant_Review-g60713-d537206-Reviews-J_A_Restaurant-San_Francisco_California.html
Thu 03 Mar 2016 04:17:27,SanFran,Le Colonial,415,4,Asian,-122.41241,37.78818,"20 cosmo place, San Francisco, CA 94109  (Taylor and Jones) ",14159313600,69,4.2361,8,14,39,165,189,/Restaurant_Review-g60713-d353988-Reviews-Le_Colonial-San_Francisco_California.html
Thu 03 Mar 2016 04:17:53,SanFran,Bruno's Pizzeria Cucina,8,3,Italian,-122.43263,37.7821,"1375 Fillmore Street, San Francisco, CA 94115  (Eddy St) ",4155636300,3085,3.375,0,3,0,4,1,/Restaurant_Review-g60713-d1999061-Reviews-Bruno_s_Pizzeria_Cucina-San_Francisco_California.html
Thu 03 Mar 2016 04:18:06,SanFran,Cafe Ponte,2,NotFound,Cafe,-122.43631,37.75116,"751 Diamond St, at 24th, San Francisco, CA 94114-3227 ",4152829551,3059,4.0,0,0,1,0,1,/Restaurant_Review-g60713-d2310440-Reviews-Cafe_Ponte-San_Francisco_California.html
Thu 03 Mar 2016 04:18:27,SanFran,Buena Vista Cafe,1354,NotFound,American,-122.42073,37.80653,"2765 Hyde Street (at the Beach), Fisherman's Wharf, San Francisco, CA 94109-1222 ",4154745044,40,4.2614,41,38,136,450,689,/Restaurant_Review-g60713-d531722-Reviews-Buena_Vista_Cafe-San_Francisco_California.html
Thu 03 Mar 2016 04:18:34,SanFran,Magnolia Gastropub,30,NotFound,Pub,-122.44531,37.770218,"1398 Haight St - Corner of Masonic, San Francisco, CA 94117 ",4158647468,458,4.4667,0,0,2,12,16,/Restaurant_Review-g60713-d7118347-Reviews-Magnolia_Gastropub-San_Francisco_California.html
Thu 03 Mar 2016 04:19:00,SanFran,SBC Pizza & Deli,NotFound,NotFound,NotFound,-122.39235,37.77853,"737 3rd St, San Francisco, CA 94107 ",4152789756,3979,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g60713-d4277958-Reviews-SBC_Pizza_Deli-San_Francisco_California.html
Thu 03 Mar 2016 04:19:06,SanFran,Buffalo Club,NotFound,NotFound,NotFound,-122.4188,37.759697,"2331 Mission St, San Francisco, CA 94110 ",4159065571,4099,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound,/Restaurant_Review-g60713-d7771314-Reviews-Buffalo_Club-San_Francisco_California.html
Thu 03 Mar 2016 04:19:29,SanFran,Banhwich,1,NotFound,NotFound,-122.47815,37.74294,"1105 Taraval St, San Francisco, CA ",4156652233,3416,2.0,0,1,0,0,0,/Restaurant_Review-g60713-d3652384-Reviews-Banhwich-San_Francisco_California.html
