"OTCity","OTName","OTReviewCount","OTPrice","OTLongitude","OTLatitude","OT1","OT2","OT3","OT4","OT5","TAName","TAReviewCount","TAPrice","TACuisine","TALongitude","TALatitude","TARanking","TA1","TA2","TA3","TA4","TA5","OTMean","TAMean","TAP1","OTP1","cheat1","TAP5","OTP5","cheat5","CuisineN","GIndex0.5","GIndex1","TIndex0.5","TIndex1","TIndex1.5","distAbs","PIndex0.5","PIndex1","PIndex1.5","RIndex1500","RIndex2500","TOIndex1","roundedStar","GIndex1.5","TOIndex0.5","TOIndex1.5","GIndexG1","TIndexG1","TOIndexG1","PIndexG1","RIndexG1500","lTARC","TAQ","CuisineN.f","RIndex3500","TAP2","OTP2","TAP3","OTP3","TAP4","OTP4","RIndexG2500","starDist","samp"
"London","Luce e Limoni",68,3,-0.115,51.52327,2,3,7,33,23,"Luce e Limoni Restaurant",107,"NotFound","Italian",-0.114667,51.52327,1358,1,3,8,27,68,4.05882353,4.47663551,0.00934579,0.02941176,0.606081806236562,0.63551402,0.33823529,0.931144289149237,"Italy",1.22875735833923,1.77442934944286,0.984175748957273,1.32772673188292,1.46863665257536,0,0.114319140007984,0.0601436686253188,0.0303076302283397,1.03690712371928,1.55540076981374,1.95121712165897,4.5,1.99968509389601,1.35151799826544,2.19803039119427,1.65697238927657,0.972684168598364,1.81978467030892,0.0973641295874057,1.06514752410047,4.67282883446191,1.1570998654906,"Italy",1.62238847427894,0.02803738,0.04411765,0.07476636,0.10294118,0.25233645,0.48529412,1.42507091386972,0,0
"London","Zizzi - The Strand",267,2,-0.122268,51.510024,5,16,45,146,68,"Zizzi - The Strand",272,"2","Italian",-0.122475,51.509914,2923,23,22,55,112,61,4.10486891,3.62132353,0.08424908,0.01785714,1.12476974520781,0.22344322,0.24285714,0.509975147090983,"Italy",2.63345477175487,2.51065639743832,2.12415640554344,1.97686033380887,1.89545319263562,0,3.13196556273117,3.0365416040444,2.97544866440195,1.4244216333765,1.39904078744637,2.78606152452183,3.5,2.4579922235534,2.9177676291149,2.71881855108934,2.50092407058172,0.972684168598364,2.78616118480681,3.03202927989471,1.36306589560788,5.605802066296,-1.6820264574927,"Italy",1.41054970479173,0.08058608,0.05714286,0.2014652,0.16071429,0.41025641,0.52142857,1.4404389832288,0,0
"London","Boulevard Brasserie",7283,2,-0.120388,51.512043,32,142,661,4125,2360,"Boulevard Brasserie",1013,"2","French",-0.120867,51.51251,250,13,29,114,407,451,4.20142798,4.24086871,0.01282051,0.00437158,1.64367007623064,0.44477318,0.32240437,7.41136661794379,"Europe",2.64522820771092,2.54987639279454,2.02063854675339,1.92621133086395,1.88450176004793,0,3.22743430928764,3.13373182865456,3.05810788120521,1.78466087023242,1.5239190646089,2.83568207098623,4,2.49458412061809,2.94248258771239,2.75788118374335,2.55581139988247,0.972684168598364,2.86673888213479,3.14633983324118,1.7251195793976,6.92067150424868,0.374350084855014,"Europe",1.32648400253886,0.02859961,0.01939891,0.11242604,0.09030055,0.40138067,0.56352459,1.53786488040087,0,0
"London","Il Bianco",211,2,-0.005832,51.506297,5,12,20,85,89,"Il Bianco",147,"2","Italian",-0.005832,51.506298,1591,4,8,10,39,86,4.14218009,4.32653061,0.02721088,0.02369668,0.666799383982748,0.58503401,0.42180095,0.972665556546812,"Italy",-0.0563291742360199,-0.103637457758329,0.0971132190384791,0.0173978226342824,-0.00287370030652401,0,0.322469155124062,0.308933558832407,0.315490738195017,-0.357912934899372,-0.666777095319851,-0.00913352758278485,4.5,-0.0900390036608956,0.0305898657580386,0.0204100624434848,-0.0652059096857664,0.972684168598364,0.0244786883610534,0.329445914336972,-0.342758078461543,4.99043258677874,0.659589411696795,"Italy",-0.807587171743386,0.05442177,0.05687204,0.06802721,0.09478673,0.26530612,0.4028436,-0.685405208945864,0,0
"London","Chambers Restaurant and Bar",45,3,-0.108652,51.513615,2,5,9,18,11,"Chambers Restaurant",43,"NotFound","NotFound",-0.109301,51.514088,3478,0,2,2,16,23,3.68888889,4.39534884,0,0.04444444,0.601143691037266,0.53488372,0.24444444,0.753507687075343,"NotFound",1.46563762376631,1.95718859946997,-0.042204762519239,-0.143521373784106,-0.209088380366376,0,0.114319140007984,0.0601436686253188,0.0303076302283397,0.904341597994888,1.17328793074577,-0.264188694245308,4.5,2.12859982155897,-0.135871237995987,-0.350859064852359,1.90184220954888,0.972684168598364,-0.191354828997324,0.0973641295874057,0.875357829917975,3.76120011569356,0.885127484083318,"NotFound",1.21260024493799,0.04651163,0.11111111,0.04651163,0.2,0.37209302,0.4,1.10694922971383,0,0
"London","Gin Joint by Searcys",298,3,-0.093079,51.520007,1,8,47,186,78,"Gin Joint by Searcys",148,"3","British",-0.09183,51.51991,3860,8,8,34,60,39,4.33557047,3.79054054,0.05369128,0.003125,0.95448441785143,0.26174497,0.24375,0.635850710794013,"Anglo",1.2151164899746,1.56368285918699,1.87420450150431,2.37021831089965,2.59678487149107,0,1.22006188546355,1.51411618595129,1.62862291851609,0.570802288602545,0.755746388107266,1.34461550097135,4,1.73175360710399,1.02002040361248,1.50825990164111,1.49642077106455,0.972684168598364,1.27565289947308,1.48699935943448,0.547097429828925,4.99721227376411,-1.11818127652639,"Anglo",0.860726252723727,0.05369128,0.025,0.22818792,0.146875,0.40268456,0.58125,0.735434370883972,0,0
"London","Chinese Cricket Club Restauran",481,3,-0.104273,51.512252,11,22,67,215,166,"Chinese Cricket Club",145,"3","Chinese",-0.10439,51.512226,1436,5,4,27,43,66,4.04573805,4.11034483,0.03448276,0.02286902,0.743950796720141,0.45517241,0.34511435,1.0429786505634,"Asia",1.27810198319561,1.77237840806444,1.15661400340001,1.74054030239914,2.02294782722134,0,1.40206899191316,1.7614490754582,1.88734499739298,0.992197118656543,1.49018924791823,1.83152339486741,4,1.97687292673685,1.36451930999187,2.01275479273653,1.66422876889694,0.972684168598364,1.75123942817161,1.70547135419053,0.99287473689352,4.97673374242057,-0.0601423781249048,"Asia",1.5591684560372,0.02758621,0.04573805,0.1862069,0.13929314,0.29655172,0.44698545,1.37038606423178,0,0
"London","Kensington Square Kitchen",43,2,-0.189251,51.500552,1,4,8,13,18,"Kensington Square Kitchen",63,"2","British",-0.189312,51.50055,2984,4,3,2,18,36,4.06976744,4.25396825,0.06349206,0.02272727,0.708826461189663,0.57142857,0.40909091,0.697048400846145,"Anglo",0.423097539536188,0.586771619216987,0.692691532082533,0.972807756373035,1.28006762741061,0,0.840143140309591,1.00994297590141,1.18210548863104,0.114113977200445,0.244746309094409,0.649605285181001,4.5,0.783269562207837,0.504167733630041,0.825316689177821,0.464532948357011,0.972684168598364,0.541786485844017,0.899569191132542,0.120083104472225,4.14313472639153,0.417467657517143,"Anglo",0.484691976448303,0.04761905,0.09090909,0.03174603,0.18181818,0.28571429,0.29545455,0.305870322797401,0,0
"London","Tate Modern",2703,3,-0.100154,51.507467,85,262,543,1248,582,"Tate Modern Restaurant",762,"4","British",-0.099622,51.507935,942,36,59,139,325,203,3.75138735,3.78740157,0.04724409,0.03125,1.3884810262541,0.2664042,0.21397059,1.78800564712982,"Anglo",0.973267246529427,1.47479954138014,1.67702404278151,2.38195254356955,2.69364854626061,0,1.20431577529048,1.74653373697387,1.99780880121833,0.746967708526111,1.27738400237177,1.28113565665656,4,1.72211732974114,0.833132023077751,1.51069275941188,1.32438135841345,0.972684168598364,1.1373626713735,1.60869208426888,0.795840608246649,6.63594655568665,-1.13144822196089,"Anglo",1.42680979440806,0.07742782,0.09632353,0.1824147,0.19963235,0.42650919,0.45882353,1.18409127288334,0,0
"London","Zizzi - Victoria",170,2,-0.139631,51.497673,4,18,51,87,40,"Zizzi - Victoria",350,"3","Italian",-0.140044,51.49777,4672,41,38,79,134,59,4.35882353,3.38571429,0.11680912,0.02,1.32210851013453,0.16809117,0.2,0.470756154997206,"Italy",0.834207347260673,1.28034361673549,0.767623286583792,1.12489533029837,1.31858295869185,0,0.936073814325534,1.34306334094411,1.56979613089925,0.338241817663297,0.686300271340806,1.45424902258372,3.5,1.56001374428939,0.963987940753112,1.75714191312351,1.08416123914567,0.972684168598364,1.24275616145744,1.18523900827403,0.313768310106763,5.85793315448346,-2.46145950176966,"Italy",0.887785667722888,0.10826211,0.09,0.22507123,0.255,0.38176638,0.435,0.665547541217576,0,0
"London","Spaghetti House High Street Ke",66,2,-0.188822,51.502379,0,2,4,34,40,"Spaghetti House - Kensington High Street",320,"2","Italian",-0.187949,51.50227,511,5,8,23,128,156,5.33333333,4.31875,0.015625,0,0.734525899431162,0.4875,0.5,0.551121625485614,"Italy",0.413215872783603,0.604000843068264,0.527669911110585,0.68292498781395,0.838719836919826,0,0.836821382720846,1.02309198090115,1.20888404346657,0.120953032406264,0.297994628144893,0.748089965770314,4.5,0.815240733568172,0.535204431770179,0.982693471277662,0.472069612292586,0.972684168598364,0.599658314674435,0.900579985864309,0.138499050621566,5.76832099579377,0.633055520827792,"Italy",0.556351272060546,0.025,0.025,0.071875,0.05,0.4,0.425,0.339759747934135,0,0
"London","Merchants Tavern",385,3,-0.081087,51.525202,7,12,44,164,173,"Merchants Tavern",258,"4","British",-0.080953,51.52511,479,6,7,30,65,153,4.37402597,4.39922481,0.02298851,0.0175,0.69522009538515,0.5862069,0.4325,1.24484268461332,"Anglo",1.23098800076708,1.28589895031817,1.73734586260494,1.89056025738347,2.08306223128493,0,1.18561826450134,1.33417148493701,1.45926625163205,0.148140271616237,0.317866968909246,1.10413091806149,4.5,1.40281730910119,1.03895177552035,1.2180417459346,1.17856146089336,0.972684168598364,1.01205536249269,1.25963023572287,0.152534122280996,5.55295958492162,0.898394429517821,"Anglo",0.560019296168023,0.02681992,0.03,0.11494253,0.11,0.24904215,0.41,0.355678601399929,0,0
"London","e&o",548,3,-0.205832,51.515683,12,30,94,256,168,"E&O",219,"4","Asian",-0.205819,51.51578,2387,10,12,26,83,89,4.04744526,4.05936073,0.04545455,0.02142857,0.896899622866088,0.40454545,0.3,1.12111546501645,"Asia",0.293951113237597,0.311310634074234,0.285921629803348,0.418048922579838,0.620900197382563,0,0.594873722272925,0.684603390426823,0.863613521076648,-0.0433931521233861,-0.0824251636509565,0.424563369794787,4,0.44904233522086,0.432234442003704,0.560851918672679,0.230136281847961,0.972684168598364,0.335360436525884,0.540811783499033,-0.044501063882018,5.3890717298165,-0.229295932414798,"Asia",0.136327844050784,0.05454545,0.05357143,0.11818182,0.16785714,0.37727273,0.45714286,0.0200867988784462,0,0
"London","Izgara Restaurant - Whetstone",32,2,-0.174762,51.630449,0,0,2,11,19,"Izgara",75,"NotFound","Turkish",-0.175013,51.63032,3205,3,4,9,28,31,4.53125,4.06666667,0.04,0,0.709357441318619,0.41333333,0.59375,0.45250526908599,"MEastA",-0.112528974467851,-0.265393734992154,-0.014611234050274,-0.122296088107323,-0.183224425437746,0,0.114319140007984,0.0601436686253188,0.0303076302283397,-0.378045995070151,-0.747788785414003,-0.155823402818819,4,-0.349566600693523,0.0089595004719808,-0.233354945195951,-0.203670854068172,0.972684168598364,-0.106898371435156,0.0973641295874057,-0.365742899615902,4.31748811353631,-0.202762041545795,"MEastA",-1.06510025305001,0.05333333,0,0.12,0.0625,0.37333333,0.34375,-0.877919427246071,0,0
"London","Gilgamesh",6061,4,-0.147354,51.542333,48,140,624,2856,2412,"Gilgamesh Restaurant Lounge Bar",1412,"4","Chinese",-0.146455,51.541557,1374,140,134,228,361,554,4.23758456,3.75779037,0.09880028,0.00789474,9.67977556342097,0.39096683,0.39671053,0.282036506693398,"Asia",0.507201301328417,0.562994598577307,0.649068325307382,0.78583916860577,1.06697411832385,0,0.535530071829537,0.702387210890051,0.976598416073953,-0.164902406732849,0.222394237362709,0.588380910172674,4,0.814043676038212,0.50744077656888,0.845177598773637,0.302927539227434,0.972684168598364,0.333015356761643,0.42939109495598,-0.149112325893755,7.25276241805319,-1.22763357636103,"Asia",0.682477687990834,0.09456598,0.02302632,0.16090332,0.10263158,0.25476359,0.46973684,0.307258629986198,0,0
"London","The Blues Kitchen - Shoreditch",329,2,-0.080256,51.526545,11,14,50,129,156,"The Blues Kitchen - Shoreditch",511,"NotFound","American",-0.080095,51.526516,292,28,22,37,130,294,4.51367781,4.25244618,0.05479452,0.03055556,0.920156552514387,0.57534247,0.43333333,1.38042260642829,"Anglo",1.14767400445337,1.20340014976456,1.64630245740226,1.77545179220621,1.98153881133361,0,0.114319140007984,0.0601436686253188,0.0303076302283397,0.0187143142299536,0.111418106895762,1.03239629387054,4.5,1.33248893846214,0.960069873452417,1.1572811938448,1.0792063430147,0.972684168598364,0.929175028909938,0.0973641295874057,0.0164297367647412,6.2363695902037,0.410834184799893,"Anglo",0.309652910276882,0.04305284,0.03888889,0.07240705,0.13888889,0.25440313,0.35833333,0.141106822142436,0,0
"London","Aubaine High Street Kensington",319,3,-0.190626,51.502102,15,47,80,131,47,"Aubaine High Street Kensington",288,"3","French",-0.189265,51.50207,3670,33,23,54,106,72,3.47335423,3.55902778,0.11458333,0.046875,1.20046096259057,0.25,0.146875,1.0005538739623,"Europe",0.418408501420336,0.58879653671754,0.620020495466094,0.716969665592235,0.846837179434078,0,0.705922307520167,0.828996024222252,0.969440093123428,0.0819018966334016,0.243841226939103,0.720281493328609,3.5,0.791679358270119,0.518499114135669,0.951663909804107,0.459886693358054,0.972684168598364,0.573698226074052,0.717320792778496,0.0835479388791358,5.66296048013595,-1.88766411172747,"Europe",0.481035898157128,0.07986111,0.146875,0.1875,0.25,0.36805556,0.409375,0.292439422860717,0,0
"London","Roti Chai (Dining Room)",431,3,-0.155615,51.514659,14,20,72,187,147,"Roti Chai",700,"NotFound","Indian",-0.155709,51.51462,515,24,32,91,278,282,4.06728538,4.11857143,0.03394625,0.03181818,0.682569493812759,0.39886846,0.33409091,1.07413298643312,"Asia",1.33766956063722,1.62741667981947,1.25798382297932,1.7246470711233,1.95863275679064,0,0.114319140007984,0.0601436686253188,0.0303076302283397,1.18710474893184,1.49236173415977,1.73845515269225,4,1.79858002879395,1.46441991518835,1.89514943464363,1.51778128485555,0.972684168598364,1.6336802113141,0.0973641295874057,1.24223050749013,6.5510803350434,-0.0302917508972784,"Asia",1.50016831136574,0.04526167,0.04545455,0.12871287,0.16363636,0.39321075,0.425,1.40085729568673,0,0
"London","Oliver's Fish and Chips",28,2,-0.158727,51.546741,2,1,4,14,7,"Oliver's Fish & Chips",117,"3","British",-0.158736,51.546795,4207,15,8,10,35,49,3.82142857,3.81196581,0.12820513,0.07142857,0.76225633666592,0.41880342,0.25,0.7461256822495,"Anglo",0.0940224355636777,0.222850417213605,0.327399011746113,0.502272372802984,0.806585902620647,0,0.435649994881522,0.492399112465672,0.627871366856757,-0.201120045382745,-0.175153607866099,0.274880161143682,4,0.451127052954025,0.166561434126766,0.484317288012418,0.113681039562056,0.972684168598364,0.170821533140815,0.398831424425786,-0.191423250029743,4.76217393479776,-1.04852981299526,"Anglo",0.1131221459708,0.06837607,0.03571429,0.08547009,0.14285714,0.2991453,0.5,-0.075495761741537,0,0
"London","The Delaunay",1894,3,-0.117262,51.513238,19,73,232,854,742,"The Delaunay",1729,"NotFound","German",-0.11815,51.513107,260,24,54,166,597,892,4.21700106,4.32504338,0.01384882,0.00989583,0.844916668241237,0.51471437,0.38645833,3.71005081478092,"Europe",2.19507083423066,2.37238062424121,1.67104993350069,1.77953445210307,1.79783950516637,0,0.114319140007984,0.0601436686253188,0.0303076302283397,1.60246305589688,1.4838809285844,2.63205422229194,4.5,2.3979672835152,2.43591841091269,2.64667816132577,2.40247072993044,0.972684168598364,2.68902887873869,0.0973641295874057,1.55038737793081,7.45529848568329,0.652955938979545,"Europe",1.3136104790122,0.03115984,0.03802083,0.09578765,0.12083333,0.34448932,0.44479167,1.44185339093108,0,0
"London","Launceston Place",2046,4,-0.185242,51.499101,3,24,69,651,1333,"Launceston Place",558,"4","French",-0.185522,51.49906,67,5,13,35,104,405,4.65640274,4.61827957,0.0088968,0.00144231,0.929077018680857,0.72064057,0.64086538,1.97633712110915,"Europe",0.449929656186909,0.634848427596177,0.715894382074487,0.790379337988911,0.905328323937651,0,1.22909360387792,1.50149240143751,1.709456454172,-0.0089117096096476,0.00811103002189073,0.759791143117134,4.5,0.840035707502736,0.529994980290958,0.997419553518758,0.510186192261645,0.972684168598364,0.617684318074173,1.33573935495089,-0.00730456406238167,6.32435896238131,1.62475969205677,"Europe",0.0809595890006727,0.02313167,0.01153846,0.06227758,0.03317308,0.18505338,0.31298077,-0.0156273050342224,0,0
"London","The Narrow",1884,2,-0.037808,51.509651,59,159,308,865,492,"The Narrow",858,"4","British",-0.037843,51.50966,3167,104,130,186,249,192,3.83280255,3.35431235,0.12078978,0.03133298,3.92842447311796,0.22299652,0.26128518,-0.115226451105646,"Anglo",-0.0241430643267129,0.0606682869955338,0.142106008056122,0.318647873297484,0.569173010505388,0,0.324128706862323,0.375788946671378,0.458652185249418,-0.313598181784416,-0.409784575972151,0.0867861760794854,3.5,0.211686195202123,0.0444718508504069,0.205039959312694,-0.019151723290348,0.972684168598364,0.0269435980405893,0.310225046247325,-0.29944802165726,6.75460409948796,-2.56759506524567,"Anglo",-0.335326493325765,0.15098722,0.08443972,0.21602787,0.16356877,0.28919861,0.45937334,-0.377042179858153,0,0
"London","Murakami",648,2,-0.126897,51.511386,10,25,60,149,436,"Murakami",156,"3","Japanese",-0.126905,51.51146,3134,10,14,29,44,61,4.65432099,3.88461538,0.06329114,0.01470588,1.16483219593758,0.38607595,0.64117647,-0.790007280263144,"Asia",3.51098889411652,2.86803711815276,4.46832707238479,3.40457594877632,3.03297191802307,0,3.2182507104649,2.67395050832454,2.47192166010258,1.53120502696296,1.39225163718035,2.87463902032365,4,2.65640440852598,3.42311551535904,2.67814884890516,2.80801904292417,0.972684168598364,2.8312029366244,2.63746207037475,1.46066080214763,5.04985600724954,-0.806408058815611,"Asia",1.39935253336435,0.08860759,0.03676471,0.1835443,0.08823529,0.27848101,0.21911765,1.48662988158653,0,0
"London","Bombay Brasserie",856,3,-0.184186,51.493825,25,53,108,335,359,"The Bombay Brasserie",702,"4","Indian",-0.182712,51.49391,467,24,35,70,247,330,4.19392523,4.19088319,0.03399433,0.02840909,0.77663262365742,0.4674221,0.40795455,1.19732479316864,"Asia",0.578119118316262,0.660760008288471,0.711156386594936,0.82145762740326,1.01833744165776,0,1.38592356389031,1.58440946176669,1.75014054678654,0.14202512618055,0.26459566524837,0.783061397339612,4,0.834741927200178,0.690983449085152,0.957700811564589,0.540536015030759,0.972684168598364,0.657970721117574,1.46801556051676,0.151683987305317,6.55393340402581,0.208513266923747,"Asia",0.518475162487484,0.04957507,0.06022727,0.09915014,0.12272727,0.34985836,0.38068182,0.326900833125837,0,0
"London","The Ninth",32,3,-0.135013,51.518713,0,0,2,15,16,"The Ninth",56,"4","French",-0.134868,51.518852,697,1,0,1,6,48,4.5625,4.78571429,0.01785714,0,0.673569380626945,0.85714286,0.48484848,0.801212973021493,"Europe",2.58515783711475,2.49755487174162,1.98173581649924,1.95121529844378,1.90634508602395,0,2.75880572740063,2.9199089275084,2.93669800083362,2.20503836928188,1.95095153472796,2.75647479674696,5,2.43508029880316,2.82552731069441,2.68468085902029,2.57115488548879,0.972684168598364,2.85368267220696,2.99721653500287,2.28211802414229,4.02535169073515,2.18197140030583,"Europe",1.82613494363879,0,0,0.01785714,0.06060606,0.10714286,0.45454545,1.98842444480085,0,0
"London","Zizzi - Notting Hill Gate",35,2,-0.193672,51.509763,1,0,3,22,9,"Zizzi - Notting Hill Gate",239,"3","Italian",-0.193,51.509834,2430,9,19,39,116,60,4.08571429,3.88284519,0.03703704,0.02857143,0.681640278587085,0.24691358,0.25714286,0.563784139656506,"Italy",0.419619005212246,0.540616596573724,0.517229604062843,0.598677131601014,0.740826603272235,0,0.605770552401611,0.742299826248258,0.89026455998062,0.111483489347794,0.22488710403905,0.677959265143101,4,0.730632483696932,0.528656099191979,0.893684737571768,0.411692017298074,0.972684168598364,0.534007546451053,0.639060618379668,0.0988010918956008,5.47646355193151,-0.813041531532861,"Italy",0.493324750671306,0.0781893,0,0.16049383,0.08571429,0.47736626,0.62857143,0.303815202826787,0,0
"London","Taberna Do Mercado",84,3,-0.074729,51.51957,2,6,13,42,57,"Taberna Do Mercado",118,"NotFound","Portuguese",-0.07468,51.519558,2229,5,11,29,28,48,6.02380952,3.94915254,0.04132231,0.01666667,0.716897359149803,0.39669421,0.475,0.476672467115107,"Europe",1.40806794789825,1.31089371608451,0.865579604389683,0.835544630439863,0.889311870709621,0,0.114319140007984,0.0601436686253188,0.0303076302283397,0.405063831934917,0.406889000598137,1.43103441186462,4,1.36720723010129,1.53506007585375,1.49952143502512,1.2374310766786,0.972684168598364,1.34055741039521,0.0973641295874057,0.403421748360422,4.77068462446567,-0.594136931863588,"Europe",0.603561873033285,0.09090909,0.05,0.23966942,0.10833333,0.23140496,0.35,0.495717616477255,0,0
"London","Le Pont de la Tour Bar & Grill",438,2,-0.073501,51.50357,16,39,88,202,96,"Le Pont de la Tour",142,"4","French",-0.073502,51.50357,468,1,5,17,41,85,3.75799087,4.58450704,0.00671141,0.03628118,0.429265423294017,0.5704698,0.21768707,1.94849565231903,"Europe",0.436698713621314,0.688153863034912,0.398278735028097,0.515725902037824,0.642865422859795,0,0.83168959583102,0.99873618235,1.15277191378164,0.0662536314557163,0.115793891720122,0.79823243810556,4.5,0.913106242299888,0.540589645305878,1.04074091199437,0.572733966141015,0.972684168598364,0.669663331430649,0.904168914240171,0.0753875874851787,4.95582705760126,1.51530739222214,"Europe",0.362973884226114,0.03355705,0.08843537,0.11409396,0.19954649,0.27516779,0.45804989,0.186957053172766,0,0
"London","Thai Square - Hanover Square",178,2,-0.142789,51.514669,8,4,50,108,30,"Thai Square Hanover Square",99,"3","Asian",-0.142679,51.514595,4577,7,5,16,43,29,4.20224719,3.85858586,0.07,0.04,0.762853689310996,0.29,0.15,0.841663414696371,"Asia",2.60070254830087,2.46553933846842,2.73038142033366,2.72890524574266,2.64665713142231,0,2.17570310756827,2.21854798287104,2.19661938122559,1.19545410748483,1.07432077082417,2.525783673254,4,2.39020905755406,2.64521818609457,2.44876712641956,2.53855028641629,0.972684168598364,2.59539901997881,2.30147658924409,1.1584545137502,4.59511985013459,-0.892643204139869,"Asia",1.12339451786485,0.05,0.02,0.16,0.25,0.43,0.54,1.14068304838914,0,0
"London","Kings Stores",49,2,-0.078163,51.518091,0,12,16,32,20,"Kings Stores",68,"NotFound","British",-0.078313,51.51798,2090,2,2,7,28,29,6.12244898,4.17647059,0.02941176,0,0.697582956959007,0.42647059,0.25,0.719937300668793,"Anglo",1.56971803799867,1.44966199788159,2.15222376616684,2.14718249028096,2.24924539043091,0,0.114319140007984,0.0601436686253188,0.0303076302283397,0.495551615181204,0.52571649341344,1.25594001535322,4,1.49389591290074,1.38875988046743,1.29659507155082,1.37359402249386,0.972684168598364,1.17874518022432,0.0973641295874057,0.491035820196941,4.21950770517611,0.158762221544368,"Anglo",0.722386253651108,0.02941176,0.15,0.10294118,0.2,0.41176471,0.4,0.609749880757183,0,0
"London","Bolton's",170,4,-0.082495,51.512032,0,2,14,127,57,"Bolton's",30,"4","Italian",-0.082823,51.511997,5798,0,2,5,12,11,4.93529412,4.06666667,0,0,0.652542567520264,0.36666667,0.285,0.691881666734132,"Italy",1.41750502266774,1.44040006609357,0.877843807998828,0.897754917684625,0.983702570553714,0,1.82543860073646,1.74479065709351,1.77576972494746,0.50458956773309,0.473830511396053,1.60403492136639,4,1.53404244674986,1.57678966104851,1.70318577882607,1.35864182523842,0.972684168598364,1.52194133477589,1.69234905974782,0.497401150893956,3.40119738166216,-0.202762041545795,"Italy",0.593594545790883,0.06666667,0.01,0.16666667,0.07,0.4,0.635,0.533228589498745,0,0
"London","Benihana Chelsea",1792,4,-0.164463,51.48916,20,37,194,929,612,"Benihana",250,"3","Japanese",-0.164512,51.489067,2684,18,15,42,98,77,4.15848214,3.804,0.072,0.01116071,2.30604123809754,0.308,0.34151786,0.117463978436407,"Asia",0.407485782453192,0.635941159547162,0.408016099715757,0.707253089416717,1.01719798563001,0,0.646882671942784,0.866589103426723,1.0580135319597,0.0790344769975724,0.377711090838094,0.766876986578435,4,0.892184968615566,0.541626599195086,1.01371835992682,0.462637050795537,0.972684168598364,0.59705475866044,0.728275269164631,0.0632367707520248,5.52146091786225,-1.07506370386426,"Asia",0.716486794147713,0.06,0.02064732,0.168,0.10825893,0.392,0.51841518,0.426458526062326,0,0
"London","Bar Gansa",44,2,-0.143389,51.539725,2,4,6,21,11,"Bar Gansa",101,"4","Spanish",-0.143569,51.539726,5484,16,9,15,36,25,3.79545455,3.44554455,0.15841584,0.04545455,0.870045302844108,0.24752475,0.25,0.580181158535304,"Europe",0.546796483189579,0.656657416845886,0.389764215285943,0.52432831309508,0.741108285964824,0,0.533487661389688,0.773523994758286,1.0859569277341,-0.0604123462993313,0.175225339281187,0.775546103511895,3.5,0.926337040003861,0.638336881181103,1.07190041703713,0.365814161353136,0.972684168598364,0.460194877331417,0.462770285057116,-0.0480595552824621,4.61512051684126,-2.26245532025214,"Europe",0.448779900764295,0.08910891,0.09090909,0.14851485,0.13636364,0.35643564,0.47727273,0.220268058398873,0,0
"London","Jamie Oliver's Fifteen",5216,3,-0.090336,51.529059,229,461,710,1660,2180,"Jamie Oliver's Fifteen",1861,"3","Italian",-0.090427,51.52848,829,125,209,325,511,695,3.99175613,3.78130038,0.06702413,0.04370229,2.8132467317801,0.37265416,0.41603053,-1.45452826046505,"Italy",0.72166025543512,1.1431835600004,0.497524866203194,0.752861251092789,0.923381459883558,0,0.767246773025794,1.12048123587879,1.31138203798039,0.175379860186953,0.625894421681763,1.25952240032179,4,1.39237598084245,0.806132623614712,1.53333651839368,1.00332312837401,0.972684168598364,1.10093451173952,1.0215420385106,0.205036580677917,7.52886925664225,-1.15134864011265,"Italy",0.918229672591779,0.11206434,0.0879771,0.17426273,0.13549618,0.27399464,0.31679389,0.602545582479175,0,0
"London","Haandi Knightsbridge",154,2,-0.165842,51.498476,5,9,27,81,38,"Haandi - Knightsbridge",132,"4","Indian",-0.165988,51.49889,4193,11,3,18,59,42,4.01298701,3.91666667,0.08270677,0.03125,0.849960979466325,0.31578947,0.2375,0.731421906544718,"Asia",0.65509905293259,0.935060115305049,0.649614594878837,0.993217968834775,1.31482889848149,0,1.75533728453184,2.08696271754166,2.27637334273618,0.159837536836233,0.491890653934793,1.08276069174856,4,1.19957010250893,0.810713935727128,1.33271848233612,0.695031290555083,0.972684168598364,0.851094402332592,1.8879168955615,0.15397551600103,4.88280192258637,-0.700272495339599,"Asia",0.740856968026594,0.02255639,0.05625,0.13533835,0.16875,0.44360902,0.50625,0.503771165209981,0,0
"London","Aqua Shard",98,3,-0.08794,51.504921,2,10,30,55,23,"Aqua Shard",7380,"NotFound","European",-0.086427,51.504486,539,452,562,1005,1871,3539,4.56122449,4.03387534,0.06084264,0.01666667,5.02027891229141,0.47637636,0.19166667,14.7956737190899,"Europe",0.865908827134176,1.09316661482324,0.662140793669784,0.798076911062831,0.929350289649022,0,0.114319140007984,0.0601436686253188,0.0303076302283397,0.330167989447667,0.580817378640196,1.22370561276316,4,1.30451197624761,0.988046650781904,1.4515394307718,0.93361754161417,0.972684168598364,1.04485062062402,0.0973641295874057,0.332103783770778,8.90652891759452,-0.312214341380433,"Europe",0.829210199813352,0.07564948,0.08333333,0.13528066,0.25,0.25185085,0.45833333,0.60676272963347,0,0
